timestamp,AvgTicketPrice,Carrier,dayOfWeek,Dest,DestAirportID,DestCityName,DestRegion,DestWeather,DistanceKilometers,DistanceMiles,FlightDelayMin,FlightDelayType,FlightNum,FlightTimeHour,FlightTimeMin,Origin,OriginAirportID,OriginCityName,OriginCountry,OriginRegion,OriginWeather,DestCountry,FlightDelay,Cancelled
"Sep 16, 2023 @ 14:52:17.000",709.503,Kibana Airlines,5,Kempegowda International Airport,BLR,Bangalore,SE-BD,Clear,"7,517.75","4,671.32",270,Security Delay,QFY6YM1,11.4608825,687.653,Cologne Bonn Airport,CGN,Cologne,DE,DE-NW,Cloudy,IN,TRUE,FALSE
"Sep 16, 2023 @ 14:30:25.000",663.59,Kibana Airlines,5,Zurich Airport,ZRH,Zurich,CH-ZH,Cloudy,"11,298.01","7,020.25",0,No Delay,XVYCO3F,13.45000536,807,Ministro Pistarini International Airport,EZE,Buenos Aires,AR,SE-BD,Sunny,CH,FALSE,FALSE
"Sep 16, 2023 @ 14:23:53.000","1,018.34",Logstash Airways,5,Indira Gandhi International Airport,DEL,New Delhi,SE-BD,Cloudy,"11,748.35","7,300.08",0,No Delay,ZM0W3XY,10.30556558,618.334,Billings Logan International Airport,BIL,Billings,US,US-MT,Clear,IN,FALSE,FALSE
"Sep 16, 2023 @ 14:17:09.000",337.438,Kibana Airlines,5,Treviso-Sant'Angelo Airport,TV01,Treviso,IT-34,Rain,427.568,265.678,0,No Delay,9B9H4WJ,0.395896074,23.754,Leonardo da Vinci - Fiumicino Airport,FCO,Rome,IT,SE-BD,Sunny,IT,FALSE,FALSE
"Sep 16, 2023 @ 14:15:36.000",806.318,JetBeats,5,Tokyo Haneda International Airport,HND,Tokyo,SE-BD,Damaging Wind,"10,061.49","6,251.92",0,No Delay,LDHD5TY,11.9779642,718.678,General Mitchell International Airport,MKE,Milwaukee,US,US-WI,Clear,JP,FALSE,FALSE
"Sep 16, 2023 @ 14:11:53.000",808.318,Kibana Airlines,5,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Cloudy,"14,288.05","8,878.18",0,No Delay,B8WYKDH,11.33972365,680.383,Sydney Kingsford Smith International Airport,SYD,Sydney,AU,SE-BD,Thunder & Lightning,CA,FALSE,FALSE
"Sep 16, 2023 @ 14:09:24.000","1,164.74",ES-Air,5,Turin Airport,TO11,Torino,IT-21,Sunny,"8,991.55","5,587.09",75,Weather Delay,BNDOVNF,8.386152974,503.169,Incheon International Airport,ICN,Seoul,KR,SE-BD,Cloudy,IT,TRUE,FALSE
"Sep 16, 2023 @ 14:09:24.000",543.595,JetBeats,5,Vienna International Airport,VIE,Vienna,AT-9,Damaging Wind,"7,240.28","4,498.90",0,No Delay,S3JUIW9,6.35112536,381.068,Ukrainka Air Base,XHBU,Belogorsk,RU,RU-AMU,Hail,AT,FALSE,TRUE
"Sep 16, 2023 @ 14:06:00.000",756.922,ES-Air,5,Norfolk International Airport,ORF,Norfolk,US-VA,Clear,"12,534.86","7,788.80",0,No Delay,F78M8HT,16.07032962,964.22,Chengdu Shuangliu International Airport,CTU,Chengdu,CN,SE-BD,Sunny,US,FALSE,FALSE
"Sep 16, 2023 @ 14:05:08.000",561.88,Kibana Airlines,5,Vienna International Airport,VIE,Vienna,AT-9,Rain,"8,525.01","5,297.20",240,NAS Delay,BPWQBBB,15.84029267,950.418,Tulsa International Airport,TUL,Tulsa,US,US-OK,Rain,AT,TRUE,FALSE
"Sep 16, 2023 @ 14:03:46.000",810.188,JetBeats,5,Stockholm-Arlanda Airport,ARN,Stockholm,SE-AB,Rain,"7,009.80","4,355.69",255,Carrier Delay,NKL6FA5,14.87090611,892.254,Indianapolis International Airport,IND,Indianapolis,US,US-IN,Damaging Wind,SE,TRUE,FALSE
"Sep 16, 2023 @ 13:49:21.000","1,008.68",JetBeats,5,Manchester Airport,MAN,Manchester,GB-ENG,Sunny,997.778,619.991,0,No Delay,U2225DU,0.923868851,55.432,Copenhagen Kastrup Airport,CPH,Copenhagen,DK,DK-84,Clear,GB,FALSE,FALSE
"Sep 16, 2023 @ 13:36:28.000",619.61,JetBeats,5,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Rain,"1,899.20","1,180.11",0,No Delay,E0ZRM9D,2.110225866,126.614,Huntsville International Carl T Jones Field,HSV,Huntsville,US,US-AL,Cloudy,CA,FALSE,FALSE
"Sep 16, 2023 @ 13:31:49.000",506.11,JetBeats,5,Tokyo Haneda International Airport,HND,Tokyo,SE-BD,Clear,"8,994.87","5,589.15",0,No Delay,XVR0HCD,13.62859247,817.716,Ataturk International Airport,IST,Istanbul,TR,TR-34,Cloudy,JP,FALSE,FALSE
"Sep 16, 2023 @ 13:25:12.000",511.01,Logstash Airways,5,Jorge Chavez International Airport,LIM,Lima,SE-BD,Cloudy,"10,711.57","6,655.86",75,Late Aircraft Delay,22THI3O,11.16812203,670.087,Il Caravaggio International Airport,BG01,Bergamo,IT,IT-25,Clear,PE,TRUE,FALSE
"Sep 16, 2023 @ 13:25:12.000",265.088,JetBeats,5,Tokyo Haneda International Airport,HND,Tokyo,SE-BD,Clear,59.72,37.109,0,No Delay,U6PX5DF,0.047397156,2.844,Narita International Airport,NRT,Tokyo,JP,SE-BD,Damaging Wind,JP,FALSE,TRUE
"Sep 16, 2023 @ 13:22:24.000",511.995,Logstash Airways,5,Rochester International Airport,RST,Rochester,US-MN,Rain,"7,663.14","4,761.66",0,No Delay,MF3QTAD,9.824543308,589.473,Pisa International Airport,PI05,Pisa,IT,IT-52,Rain,US,FALSE,FALSE
"Sep 16, 2023 @ 13:21:07.000",538.321,ES-Air,5,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Clear,"14,288.05","8,878.18",0,No Delay,GEGRPJQ,11.90670983,714.403,Sydney Kingsford Smith International Airport,SYD,Sydney,AU,SE-BD,Hail,CA,FALSE,TRUE
"Sep 16, 2023 @ 13:13:13.000",790.607,JetBeats,5,Lester B. Pearson International Airport,YYZ,Toronto,CA-ON,Clear,"6,711.16","4,170.12",0,No Delay,NE948P4,5.592633746,335.558,Genoa Cristoforo Colombo Airport,GE01,Genova,IT,IT-42,Heavy Fog,CA,FALSE,FALSE
"Sep 16, 2023 @ 12:59:34.000","1,176.64",Logstash Airways,5,Comodoro Arturo Merino Benitez International Airport,SCL,Santiago,SE-BD,Rain,"11,958.33","7,430.56",165,Carrier Delay,2IMKCI2,16.9861065,"1,019.17",Bologna Guglielmo Marconi Airport,BO08,Bologna,IT,IT-45,Heavy Fog,CL,TRUE,TRUE
"Sep 16, 2023 @ 12:51:57.000",715.605,Kibana Airlines,5,Chubu Centrair International Airport,NGO,Tokoname,SE-BD,Cloudy,"14,437.30","8,970.92",0,No Delay,DFZL8TV,14.15421809,849.253,Cape Town International Airport,CPT,Cape Town,ZA,SE-BD,Damaging Wind,JP,FALSE,FALSE
"Sep 16, 2023 @ 12:51:11.000","1,012.99",Kibana Airlines,5,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Sunny,"6,530.90","4,058.12",0,No Delay,05KHA9V,7.256557999,435.394,Catania-Fontanarossa Airport,CT03,Catania,IT,IT-82,Cloudy,IN,FALSE,FALSE
"Sep 16, 2023 @ 12:41:54.000",613.092,ES-Air,5,Phoenix Sky Harbor International Airport,PHX,Phoenix,US-AZ,Rain,"3,362.46","2,089.34",0,No Delay,4Y1CC2W,5.094639803,305.678,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA,CA-ON,Sunny,US,FALSE,FALSE
"Sep 16, 2023 @ 12:36:58.000",600.965,ES-Air,5,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Clear,"7,822.17","4,860.47",0,No Delay,CVFJ5T7,8.691303888,521.478,Venice Marco Polo Airport,VE05,Venice,IT,IT-34,Rain,CN,FALSE,FALSE
"Sep 16, 2023 @ 12:30:30.000",966.791,ES-Air,5,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Cloudy,"7,436.24","4,620.66",0,No Delay,ZQJE0JU,9.533635382,572.018,Vienna International Airport,VIE,Vienna,AT,AT-9,Sunny,CA,FALSE,FALSE
"Sep 16, 2023 @ 12:22:16.000",773.989,Kibana Airlines,5,Verona Villafranca Airport,VR10,Verona,IT-34,Thunder & Lightning,"9,547.32","5,932.43",150,NAS Delay,369M68Y,14.74014872,884.409,Kansai International Airport,KIX,Osaka,JP,SE-BD,Clear,IT,TRUE,TRUE
"Sep 16, 2023 @ 12:20:45.000","1,097.65",ES-Air,5,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Sunny,"10,316.16","6,410.16",0,No Delay,MOULEQ2,14.32799426,859.68,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA,CA-MB,Hail,CN,FALSE,FALSE
"Sep 16, 2023 @ 12:20:45.000",616.917,Logstash Airways,5,London Gatwick Airport,LGW,London,GB-ENG,Hail,365.748,227.265,0,No Delay,XMWYEED,0.554163392,33.25,Amsterdam Airport Schiphol,AMS,Amsterdam,NL,NL-NH,Sunny,GB,FALSE,FALSE
"Sep 16, 2023 @ 12:09:48.000",507.181,ES-Air,5,Montreal / Pierre Elliott Trudeau International Airport,YUL,Montreal,CA-QC,Clear,"4,517.53","2,807.06",0,No Delay,3RHDPVV,6.274348674,376.461,El Dorado International Airport,BOG,Bogota,CO,SE-BD,Sunny,CA,FALSE,FALSE
"Sep 16, 2023 @ 11:51:12.000",750.8,JetBeats,5,Oslo Gardermoen Airport,OSL,Oslo,NO-02,Cloudy,"2,191.68","1,361.85",0,No Delay,OPI6UXJ,2.148708401,128.923,Barcelona International Airport,BCN,Barcelona,ES,ES-CT,Clear,NO,FALSE,FALSE
"Sep 16, 2023 @ 11:48:45.000","1,019.74",ES-Air,5,Venice Marco Polo Airport,VE05,Venice,IT-34,Cloudy,"9,504.64","5,905.91",0,No Delay,06IGT08,10.56071281,633.643,Chubu Centrair International Airport,NGO,Tokoname,JP,SE-BD,Clear,IT,FALSE,FALSE
"Sep 16, 2023 @ 11:45:09.000",749.821,Kibana Airlines,5,London Luton Airport,LTN,London,GB-ENG,Clear,379.825,236.012,0,No Delay,SDMUT9W,0.351689373,21.101,Charles de Gaulle International Airport,CDG,Paris,FR,FR-J,Clear,GB,FALSE,FALSE
"Sep 16, 2023 @ 11:35:16.000",828.115,Logstash Airways,5,London Gatwick Airport,LGW,London,GB-ENG,Hail,"9,573.70","5,948.82",0,No Delay,SOWYH2Q,12.27397472,736.439,Kansai International Airport,KIX,Osaka,JP,SE-BD,Clear,GB,FALSE,FALSE
"Sep 16, 2023 @ 11:32:40.000","1,042.68",JetBeats,5,Phoenix Sky Harbor International Airport,PHX,Phoenix,US-AZ,Clear,"14,742.40","9,160.50",210,NAS Delay,MV9PKI7,18.85666111,"1,131.40",Kempegowda International Airport,BLR,Bangalore,IN,SE-BD,Thunder & Lightning,US,TRUE,FALSE
"Sep 16, 2023 @ 11:32:12.000",541.558,Logstash Airways,5,Charles de Gaulle International Airport,CDG,Paris,FR-J,Sunny,"5,258.25","3,267.33",195,Carrier Delay,GCJU2IJ,7.86250321,471.75,Al Maktoum International Airport,DWC,Jebel Ali,AE,SE-BD,Sunny,FR,TRUE,FALSE
"Sep 16, 2023 @ 11:26:45.000",828.704,Logstash Airways,5,Venice Marco Polo Airport,VE05,Venice,IT-34,Cloudy,"11,392.71","7,079.10",0,No Delay,YO2FBXO,17.26167689,"1,035.70",Ministro Pistarini International Airport,EZE,Buenos Aires,AR,AR-B,Clear,IT,FALSE,FALSE
"Sep 16, 2023 @ 11:26:19.000","1,155.41",ES-Air,5,OR Tambo International Airport,JNB,Johannesburg,SE-BD,Heavy Fog,"13,800.76","8,575.40",0,No Delay,V9JTVCY,20.91024092,"1,254.62",New Chitose Airport,CTS,Chitose / Tomakomai,JP,SE-BD,Clear,ZA,FALSE,FALSE
"Sep 16, 2023 @ 11:21:54.000","1,134.90",JetBeats,5,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Sunny,"7,436.24","4,620.66",0,No Delay,NZTXSEG,8.262483997,495.749,Vienna International Airport,VIE,Vienna,AT,AT-9,Damaging Wind,CA,FALSE,FALSE
"Sep 16, 2023 @ 11:10:13.000","1,142.38",JetBeats,5,Milano Linate Airport,MI11,Milan,IT-25,Cloudy,"16,265.09","10,106.66",0,No Delay,Z2MVURS,12.90880081,774.528,Melbourne International Airport,MEL,Melbourne,AU,SE-BD,Sunny,IT,FALSE,FALSE
"Sep 16, 2023 @ 11:08:12.000","1,152.52",ES-Air,5,Indira Gandhi International Airport,DEL,New Delhi,SE-BD,Thunder & Lightning,"10,875.04","6,757.44",0,No Delay,AI8DAYH,13.94235953,836.542,Edmonton International Airport,CYEG,Edmonton,CA,CA-AB,Thunder & Lightning,IN,FALSE,FALSE
"Sep 16, 2023 @ 11:02:05.000",640.306,Kibana Airlines,5,Newark Liberty International Airport,EWR,Newark,US-NJ,Damaging Wind,"6,907.91","4,292.38",0,No Delay,V9D6MZD,5.482468054,328.948,Leonardo da Vinci - Fiumicino Airport,FCO,Rome,IT,SE-BD,Hail,US,FALSE,FALSE
"Sep 16, 2023 @ 10:55:12.000",743.602,Logstash Airways,5,King Shaka International Airport,DUR,Durban,SE-BD,Clear,"13,651.48","8,482.63",360,Late Aircraft Delay,RG7C7T2,21.16830655,"1,270.10",Greater Rochester International Airport,ROC,Rochester,US,US-NY,Cloudy,ZA,TRUE,FALSE
"Sep 16, 2023 @ 10:55:12.000",709.271,Logstash Airways,5,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Rain,"6,706.43","4,167.18",0,No Delay,QDPLGQC,7.451587744,447.095,Falcone Borsellino Airport,PA03,Palermo,IT,IT-82,Thunder & Lightning,IN,FALSE,TRUE
"Sep 16, 2023 @ 10:44:18.000",626.285,Kibana Airlines,5,Verona Villafranca Airport,VR10,Verona,IT-34,Sunny,"9,557.69","5,938.87",0,No Delay,ICPGJDA,8.849712133,530.983,Phoenix Sky Harbor International Airport,PHX,Phoenix,US,US-AZ,Cloudy,IT,FALSE,FALSE
"Sep 16, 2023 @ 10:39:16.000",667.17,ES-Air,5,Raleigh Durham International Airport,RDU,Raleigh/Durham,US-NC,Cloudy,"7,144.84","4,439.60",0,No Delay,WLN2OTL,6.267399183,376.044,Milano Linate Airport,MI11,Milan,IT,IT-25,Rain,US,FALSE,FALSE
"Sep 16, 2023 @ 10:36:27.000",590.062,JetBeats,5,Stockholm-Arlanda Airport,ARN,Stockholm,SE-AB,Rain,"7,042.69","4,376.12",0,No Delay,HSZ511T,9.781507824,586.89,Quad City International Airport,MLI,Moline,US,US-IL,Clear,SE,FALSE,FALSE
"Sep 16, 2023 @ 10:33:46.000",876.999,JetBeats,5,Sheremetyevo International Airport,SVO,Moscow,RU-MOS,Thunder & Lightning,876.418,544.581,135,Carrier Delay,3QUV3VA,3.37361322,202.417,Helsinki Vantaa Airport,HEL,Helsinki,FI,FI-ES,Hail,RU,TRUE,FALSE
"Sep 16, 2023 @ 10:33:46.000",509.412,Kibana Airlines,5,Frankfurt am Main Airport,FRA,Frankfurt am Main,DE-HE,Clear,"6,697.87","4,161.86",0,No Delay,NKH7AFH,7.442074776,446.524,Detroit Metropolitan Wayne County Airport,DTW,Detroit,US,US-MI,Sunny,DE,FALSE,FALSE
"Sep 16, 2023 @ 10:28:09.000",765.508,Logstash Airways,5,John F Kennedy International Airport,JFK,New York,US-NY,Damaging Wind,"6,385.10","3,967.51",0,No Delay,GMZV3O2,5.600960073,336.058,Berlin-Tegel Airport,TXL,Berlin,DE,DE-BE,Clear,US,FALSE,FALSE
"Sep 16, 2023 @ 10:26:40.000","1,029.86",Kibana Airlines,5,Malpensa International Airport,MI12,Milan,IT-25,Damaging Wind,"1,151.92",715.771,0,No Delay,GHY056V,1.199918265,71.995,Adolfo Suarez Madridâ€?Barajas Airport,MAD,Madrid,ES,ES-M,Sunny,IT,FALSE,FALSE
"Sep 16, 2023 @ 10:23:02.000",693.26,JetBeats,5,Lester B. Pearson International Airport,YYZ,Toronto,CA-ON,Clear,"7,104.32","4,414.42",240,Late Aircraft Delay,LB5GRPD,13.86711389,832.027,Leonardo da Vinci___Fiumicino Airport,RM11,Rome,IT,IT-62,Cloudy,CA,TRUE,FALSE
"Sep 16, 2023 @ 10:22:07.000",987.707,ES-Air,5,Louisville International Standiford Field,SDF,Louisville,US-KY,Rain,"12,404.24","7,707.64",0,No Delay,ZMT78WI,11.48540856,689.125,Indira Gandhi International Airport,DEL,New Delhi,IN,SE-BD,Damaging Wind,US,FALSE,FALSE
"Sep 16, 2023 @ 10:07:38.000",889.447,Logstash Airways,5,Copenhagen Kastrup Airport,CPH,Copenhagen,DK-84,Cloudy,643.895,400.098,0,No Delay,XWYJEJS,0.825506,49.53,Cologne Bonn Airport,CGN,Cologne,DE,DE-NW,Cloudy,DK,FALSE,FALSE
"Sep 16, 2023 @ 10:06:55.000",632.339,Logstash Airways,5,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Damaging Wind,"7,286.13","4,527.39",0,No Delay,HCWNPWM,8.673964378,520.438,Warsaw Chopin Airport,WAW,Warsaw,PL,PL-MZ,Cloudy,CA,FALSE,FALSE
"Sep 16, 2023 @ 09:58:53.000",584.843,ES-Air,5,Olenya Air Base,XLMO,Olenegorsk,RU-MUR,Rain,"13,626.42","8,467.07",0,No Delay,CONJHWQ,14.19418987,851.651,Ministro Pistarini International Airport,EZE,Buenos Aires,AR,AR-B,Clear,RU,FALSE,FALSE
"Sep 16, 2023 @ 09:52:39.000","1,187.61",Kibana Airlines,5,Zurich Airport,ZRH,Zurich,CH-ZH,Cloudy,364.204,226.306,0,No Delay,DD5J2SO,0.379379582,22.763,Venice Marco Polo Airport,VE05,Venice,IT,IT-34,Sunny,CH,FALSE,FALSE
"Sep 16, 2023 @ 09:47:58.000",665.773,Logstash Airways,5,Melbourne International Airport,MEL,Melbourne,SE-BD,Rain,"12,985.76","8,068.98",0,No Delay,CNMWMTQ,18.03577554,"1,082.15",Jorge Chavez International Airport,LIM,Lima,PE,SE-BD,Hail,AU,FALSE,FALSE
"Sep 16, 2023 @ 09:46:09.000",574.825,Logstash Airways,5,Sydney Kingsford Smith International Airport,SYD,Sydney,SE-BD,Clear,"15,587.65","9,685.71",0,No Delay,SQTKF4E,23.61764283,"1,417.06",Stockholm-Arlanda Airport,ARN,Stockholm,SE,SE-AB,Damaging Wind,AU,FALSE,FALSE
"Sep 16, 2023 @ 09:41:51.000",972.677,ES-Air,5,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA-ON,Cloudy,528.68,328.507,0,No Delay,ZXJFYVI,0.518313827,31.099,Newark Liberty International Airport,EWR,Newark,US,US-NJ,Thunder & Lightning,CA,FALSE,FALSE
"Sep 16, 2023 @ 09:34:08.000","1,085.07",Kibana Airlines,5,Montreal / Pierre Elliott Trudeau International Airport,YUL,Montreal,CA-QC,Rain,"10,645.40","6,614.74",0,No Delay,1PGPX0N,12.67309327,760.386,Itami Airport,ITM,Osaka,JP,SE-BD,Cloudy,CA,FALSE,FALSE
"Sep 16, 2023 @ 09:29:40.000",834.468,Kibana Airlines,5,Gimpo International Airport,GMP,Seoul,SE-BD,Heavy Fog,"8,581.72","5,332.44",120,Late Aircraft Delay,FLPGHMP,15.00261211,900.157,Amsterdam Airport Schiphol,AMS,Amsterdam,NL,NL-NH,Thunder & Lightning,KR,TRUE,TRUE
"Sep 16, 2023 @ 09:24:46.000","1,157.67",JetBeats,5,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Clear,"9,290.63","5,772.93",255,Security Delay,TC4DA2O,12.39967849,743.981,Itami Airport,ITM,Osaka,JP,SE-BD,Hail,CA,TRUE,FALSE
"Sep 16, 2023 @ 09:23:17.000",765.233,ES-Air,5,Ukrainka Air Base,XHBU,Belogorsk,RU-AMU,Sunny,"7,384.24","4,588.36",0,No Delay,2MIXURD,7.691919514,461.515,Spokane International Airport,GEG,Spokane,US,US-WA,Thunder & Lightning,RU,FALSE,FALSE
"Sep 16, 2023 @ 09:16:06.000",974.062,ES-Air,5,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA-ON,Thunder & Lightning,"3,829.15","2,379.32",0,No Delay,2WVSWP5,4.558511259,273.511,Los Angeles International Airport,LAX,Los Angeles,US,US-CA,Clear,CA,FALSE,FALSE
"Sep 16, 2023 @ 09:14:42.000",830.81,Logstash Airways,5,New Chitose Airport,CTS,Chitose / Tomakomai,SE-BD,Clear,"8,737.39","5,429.16",0,No Delay,U2BVSVV,9.101450583,546.087,Cologne Bonn Airport,CGN,Cologne,DE,DE-NW,Clear,JP,FALSE,FALSE
"Sep 16, 2023 @ 09:12:44.000","1,136.62",Kibana Airlines,5,Venice Marco Polo Airport,VE05,Venice,IT-34,Heavy Fog,"10,049.40","6,244.40",0,No Delay,USQDKVK,11.16599371,669.96,Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,MX-DIF,Rain,IT,FALSE,TRUE
"Sep 16, 2023 @ 09:07:02.000","1,058.94",Kibana Airlines,5,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Clear,"10,799.50","6,710.50",0,No Delay,WJCQRVE,9.473247905,568.395,King Shaka International Airport,DUR,Durban,ZA,SE-BD,Cloudy,CN,FALSE,FALSE
"Sep 16, 2023 @ 09:06:35.000",532.258,Logstash Airways,5,Verona Villafranca Airport,VR10,Verona,IT-34,Thunder & Lightning,"4,549.01","2,826.63",0,No Delay,8SOY1LN,3.790845312,227.451,Abu Dhabi International Airport,AUH,Abu Dhabi,AE,SE-BD,Sunny,IT,FALSE,FALSE
"Sep 16, 2023 @ 09:02:29.000",996.067,JetBeats,5,Narita International Airport,NRT,Tokyo,SE-BD,Sunny,"10,378.48","6,448.89",0,No Delay,O0VHCAE,10.1749766,610.499,Montreal / Pierre Elliott Trudeau International Airport,YUL,Montreal,CA,CA-QC,Clear,JP,FALSE,FALSE
"Sep 16, 2023 @ 09:01:56.000",593.865,ES-Air,5,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Rain,"9,220.79","5,729.53",0,No Delay,KY7UI4B,12.80664719,768.399,Melbourne International Airport,MEL,Melbourne,AU,SE-BD,Rain,IN,FALSE,FALSE
"Sep 16, 2023 @ 08:57:15.000",831.902,Kibana Airlines,5,Treviso-Sant'Angelo Airport,TV01,Treviso,IT-34,Sunny,"8,945.29","5,558.35",0,No Delay,N5QJNDH,8.282678303,496.961,Shanghai Pudong International Airport,PVG,Shanghai,CN,SE-BD,Cloudy,IT,FALSE,FALSE
"Sep 16, 2023 @ 08:42:47.000",693.346,Logstash Airways,5,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Thunder & Lightning,"14,467.92","8,989.95",0,No Delay,MS1TTN5,13.39621836,803.773,Orlando Sanford International Airport,SFB,Orlando,US,US-FL,Damaging Wind,IN,FALSE,FALSE
"Sep 16, 2023 @ 08:42:47.000","1,158.24",JetBeats,5,Warsaw Chopin Airport,WAW,Warsaw,PL-MZ,Sunny,854.805,531.151,0,No Delay,67DP6FF,0.890421483,53.425,Stockholm-Arlanda Airport,ARN,Stockholm,SE,SE-AB,Clear,PL,FALSE,FALSE
"Sep 16, 2023 @ 08:42:02.000","1,001.37",JetBeats,5,Vienna International Airport,VIE,Vienna,AT-9,Sunny,621.985,386.483,0,No Delay,B7W1VUY,0.609789003,36.587,Frankfurt am Main Airport,FRA,Frankfurt am Main,DE,DE-HE,Damaging Wind,AT,FALSE,FALSE
"Sep 16, 2023 @ 08:38:19.000",625.181,Kibana Airlines,5,Turin Airport,TO11,Torino,IT-21,Rain,"7,171.21","4,455.98",0,No Delay,MSV9E45,7.030596357,421.836,Rajiv Gandhi International Airport,HYD,Hyderabad,IN,SE-BD,Rain,IT,FALSE,FALSE
"Sep 16, 2023 @ 08:36:41.000",503.117,JetBeats,5,San Diego International Airport,SAN,San Diego,US-CA,Sunny,"9,695.35","6,024.41",0,No Delay,ZH91IDD,8.977178712,538.631,Munich Airport,MUC,Munich,DE,DE-BY,Hail,US,FALSE,TRUE
"Sep 16, 2023 @ 08:36:18.000",981.616,JetBeats,5,Zurich Airport,ZRH,Zurich,CH-ZH,Rain,"7,851.13","4,878.46",240,Carrier Delay,RD8VJF4,14.06554771,843.933,Tampa International Airport,TPA,Tampa,US,US-FL,Hail,CH,TRUE,TRUE
"Sep 16, 2023 @ 08:35:39.000",418.048,ES-Air,5,Catania-Fontanarossa Airport,CT03,Catania,IT-82,Hail,561.433,348.858,0,No Delay,M52SWTT,0.445581751,26.735,Cagliari Elmas Airport,CA07,Cagliari,IT,IT-88,Clear,IT,FALSE,TRUE
"Sep 16, 2023 @ 08:30:07.000","1,125.20",ES-Air,5,San Francisco International Airport,SFO,San Francisco,US-CA,Clear,"13,040.68","8,103.10",0,No Delay,IMFBJND,14.48964163,869.379,Dubai International Airport,DXB,Dubai,AE,SE-BD,Heavy Fog,US,FALSE,FALSE
"Sep 16, 2023 @ 08:29:38.000",990.7,JetBeats,5,Munich Airport,MUC,Munich,DE-BY,Hail,"7,720.03","4,797.01",0,No Delay,WLBV9N8,9.897475906,593.849,Hartsfield Jackson Atlanta International Airport,ATL,Atlanta,US,US-GA,Thunder & Lightning,DE,FALSE,FALSE
"Sep 16, 2023 @ 08:16:49.000","1,067.54",Logstash Airways,5,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Sunny,"11,853.34","7,365.32",0,No Delay,SD1KTDP,10.97531031,658.519,Washington Dulles International Airport,IAD,Washington,US,US-DC,Cloudy,CN,FALSE,FALSE
"Sep 16, 2023 @ 08:13:53.000","1,079.15",Kibana Airlines,5,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Cloudy,"8,769.28","5,448.98",165,Late Aircraft Delay,DZHPW5B,10.44235343,626.541,Sydney Kingsford Smith International Airport,SYD,Sydney,AU,SE-BD,Rain,CN,TRUE,FALSE
"Sep 16, 2023 @ 08:13:25.000","1,056.03",Logstash Airways,5,Shanghai Hongqiao International Airport,SHA,Shanghai,SE-BD,Cloudy,"8,764.56","5,446.05",0,No Delay,FMUGVY0,8.11533503,486.92,Munich Airport,MUC,Munich,DE,DE-BY,Sunny,CN,FALSE,FALSE
"Sep 16, 2023 @ 08:12:23.000",782.444,Logstash Airways,5,Kempegowda International Airport,BLR,Bangalore,SE-BD,Cloudy,"6,225.27","3,868.20",255,Late Aircraft Delay,V74XO7U,11.66103145,699.662,Kansai International Airport,KIX,Osaka,JP,SE-BD,Hail,IN,TRUE,FALSE
"Sep 16, 2023 @ 08:08:27.000",649.319,ES-Air,5,Narita International Airport,NRT,Tokyo,SE-BD,Sunny,"1,230.51",764.603,0,No Delay,NMUNNX5,1.281779835,76.907,Gimpo International Airport,GMP,Seoul,KR,SE-BD,Sunny,JP,FALSE,FALSE
"Sep 16, 2023 @ 08:07:02.000","1,116.49",ES-Air,5,Frankfurt am Main Airport,FRA,Frankfurt am Main,DE-HE,Damaging Wind,"4,866.27","3,023.76",0,No Delay,VOW9AUG,7.373134412,442.388,Abu Dhabi International Airport,AUH,Abu Dhabi,AE,SE-BD,Sunny,DE,FALSE,FALSE
"Sep 16, 2023 @ 08:06:31.000",764.68,JetBeats,5,Greater Rochester International Airport,ROC,Rochester,US-NY,Sunny,"11,842.09","7,358.34",0,No Delay,4SKYA5R,9.398485216,563.909,Chengdu Shuangliu International Airport,CTU,Chengdu,CN,SE-BD,Rain,US,FALSE,FALSE
